imei,io_id,io_multiplier,io_type,io_name,value_name,value,target,column_name,start_time,end_time,is_alarm,is_sms,is_email,is_call
352094085155775,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
352094085155775,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
352094085155775,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
352094085155775,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
352094085155775,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
352094085155775,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
352094085155775,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
352094085155775,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
352094085155775,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
352094085155775,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
352094085155775,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
352094085155775,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
352094085155775,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
352094085155775,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
352094085155775,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
352094085155775,155,1,2,GeoFence1,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
352094085155775,156,1,2,GeoFence2,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
352094085155775,156,1,2,GeoFence2,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
352094085155775,248,1,2,Immobilizer,OFF,0,1,status,0:00:00,23:59:59,0,0,0,0
352094085155775,248,1,2,Immobilizer,ON,1,1,status,0:00:00,23:59:59,0,0,0,0
352094085155775,25,0.01,3,BLE Temperature 1,,,0,ble_temperature_1,0:00:00,23:59:59,0,0,0,0
352094085155775,26,0.01,3,BLE Temperature 2,,,0,ble_temperature_2,0:00:00,23:59:59,0,0,0,0
352094085155775,27,0.01,3,BLE Temperature 3,,,0,ble_temperature_3,0:00:00,23:59:59,0,0,0,0
352094085155775,28,0.01,3,BLE Temperature 4,,,0,ble_temperature_4,0:00:00,23:59:59,0,0,0,0
352094085155775,253,1,2,Harsh,Acceleration,1,1,status,0:00:00,23:59:59,0,0,0,0
352094085155775,253,1,2,Harsh,Braking,2,1,status,0:00:00,23:59:59,0,0,0,0
352094085155775,253,1,2,Harsh,Cornering,3,1,status,0:00:00,23:59:59,0,0,0,0
352094085155775,254,0.01,3,Green Driving Value,,,0,green_driving_value,0:00:00,23:59:59,0,0,0,0
357454074658418,1,1,2,Ignition,Off,0,1,status,3:00:00,6:00:00,1,0,1,0
357454074658418,1,1,2,Ignition,On,1,1,status,3:00:00,6:00:00,1,0,1,0
357454074658418,2,1,2,Passenger Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,2,1,2,Passenger Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,3,1,2,Panic,Off,0,1,status,0:00:00,23:59:59,1,0,1,0
357454074658418,3,1,2,Panic,On,1,1,status,0:00:00,23:59:59,1,0,1,0
357454074658418,4,1,2,Driver Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
357454074658418,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
357454074658418,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
357454074658418,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
357454074658418,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
357454074658418,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
357454074658418,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
357454074658418,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
357454074658418,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
357454074658418,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
357454074658418,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
357454074658418,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
357454074658418,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
357454074658418,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
357454074658418,155,1,2,GeoFence1,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
357454074658418,156,1,2,GeoFence2,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
357454074658418,156,1,2,GeoFence2,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
357454074658418,248,1,2,Immobilizer,OFF,0,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,248,1,2,Immobilizer,ON,1,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,25,0.01,3,BLE Temperature 1,,,0,ble_temperature_1,0:00:00,23:59:59,0,0,0,0
357454074658418,26,0.01,3,BLE Temperature 2,,,0,ble_temperature_2,0:00:00,23:59:59,0,0,0,0
357454074658418,27,0.01,3,BLE Temperature 3,,,0,ble_temperature_3,0:00:00,23:59:59,0,0,0,0
357454074658418,28,0.01,3,BLE Temperature 4,,,0,ble_temperature_4,0:00:00,23:59:59,0,0,0,0
357454074658418,253,1,2,Harsh,Acceleration,1,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,253,1,2,Harsh,Braking,2,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,253,1,2,Harsh,Cornering,3,1,status,0:00:00,23:59:59,0,0,0,0
357454074658418,254,0.01,3,Green Driving Value,,,0,green_driving_value,0:00:00,23:59:59,0,0,0,0
356307042117183,1,1,2,Ignition,Off,0,1,status,3:00:00,6:00:00,1,0,1,0
356307042117183,1,1,2,Ignition,On,1,1,status,3:00:00,6:00:00,1,0,1,0
356307042117183,2,1,2,Passenger Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,2,1,2,Passenger Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,3,1,2,Panic,Off,0,1,status,0:00:00,23:59:59,1,0,1,0
356307042117183,3,1,2,Panic,On,1,1,status,0:00:00,23:59:59,1,0,1,0
356307042117183,4,1,2,Driver Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
356307042117183,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
356307042117183,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
356307042117183,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
356307042117183,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
356307042117183,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
356307042117183,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
356307042117183,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
356307042117183,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
356307042117183,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
356307042117183,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
356307042117183,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
356307042117183,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
356307042117183,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
356307042117183,155,1,2,GeoFence1,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
356307042117183,156,1,2,GeoFence2,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
356307042117183,156,1,2,GeoFence2,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
356307042117183,248,1,2,Immobilizer,OFF,0,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,248,1,2,Immobilizer,ON,1,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,25,0.01,3,BLE Temperature 1,,,0,ble_temperature_1,0:00:00,23:59:59,0,0,0,0
356307042117183,26,0.01,3,BLE Temperature 2,,,0,ble_temperature_2,0:00:00,23:59:59,0,0,0,0
356307042117183,27,0.01,3,BLE Temperature 3,,,0,ble_temperature_3,0:00:00,23:59:59,0,0,0,0
356307042117183,28,0.01,3,BLE Temperature 4,,,0,ble_temperature_4,0:00:00,23:59:59,0,0,0,0
356307042117183,253,1,2,Harsh,Acceleration,1,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,253,1,2,Harsh,Braking,2,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,253,1,2,Harsh,Cornering,3,1,status,0:00:00,23:59:59,0,0,0,0
356307042117183,254,0.01,3,Green Driving Value,,,0,green_driving_value,0:00:00,23:59:59,0,0,0,0
352094089400136,1,1,2,Ignition,Off,0,1,status,3:00:00,6:00:00,1,0,1,0
352094089400136,1,1,2,Ignition,On,1,1,status,3:00:00,6:00:00,1,0,1,0
352094089400136,2,1,2,Passenger Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,2,1,2,Passenger Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,3,1,2,Panic,Off,0,1,status,0:00:00,23:59:59,1,0,1,0
352094089400136,3,1,2,Panic,On,1,1,status,0:00:00,23:59:59,1,0,1,0
352094089400136,4,1,2,Driver Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
352094089400136,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
352094089400136,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
352094089400136,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
352094089400136,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
352094089400136,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
352094089400136,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
352094089400136,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
352094089400136,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
352094089400136,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
352094089400136,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
352094089400136,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
352094089400136,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
352094089400136,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
352094089400136,155,1,2,GeoFence1,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
352094089400136,156,1,2,GeoFence2,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
352094089400136,156,1,2,GeoFence2,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
352094089400136,248,1,2,Immobilizer,OFF,0,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,248,1,2,Immobilizer,ON,1,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,25,0.01,3,BLE Temperature 1,,,0,ble_temperature_1,0:00:00,23:59:59,0,0,0,0
352094089400136,26,0.01,3,BLE Temperature 2,,,0,ble_temperature_2,0:00:00,23:59:59,0,0,0,0
352094089400136,27,0.01,3,BLE Temperature 3,,,0,ble_temperature_3,0:00:00,23:59:59,0,0,0,0
352094089400136,28,0.01,3,BLE Temperature 4,,,0,ble_temperature_4,0:00:00,23:59:59,0,0,0,0
352094089400136,253,1,2,Harsh,Acceleration,1,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,253,1,2,Harsh,Braking,2,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,253,1,2,Harsh,Cornering,3,1,status,0:00:00,23:59:59,0,0,0,0
352094089400136,254,0.01,3,Green Driving Value,,,0,green_driving_value,0:00:00,23:59:59,0,0,0,0
359632101788088,1,1,2,Ignition,Off,0,1,status,3:00:00,6:00:00,1,0,1,0
359632101788088,1,1,2,Ignition,On,1,1,status,3:00:00,6:00:00,1,0,1,0
359632101788088,2,1,2,Passenger Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,2,1,2,Passenger Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,3,1,2,Panic,Off,0,1,status,0:00:00,23:59:59,1,0,1,0
359632101788088,3,1,2,Panic,On,1,1,status,0:00:00,23:59:59,1,0,1,0
359632101788088,4,1,2,Driver Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
359632101788088,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
359632101788088,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
359632101788088,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
359632101788088,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
359632101788088,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
359632101788088,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
359632101788088,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
359632101788088,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
359632101788088,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
359632101788088,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
359632101788088,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
359632101788088,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
359632101788088,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
359632101788088,155,1,2,GeoFence1,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
359632101788088,156,1,2,GeoFence2,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
359632101788088,156,1,2,GeoFence2,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
359632101788088,248,1,2,Immobilizer,OFF,0,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,248,1,2,Immobilizer,ON,1,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,25,0.01,3,BLE Temperature 1,,,0,ble_temperature_1,0:00:00,23:59:59,0,0,0,0
359632101788088,26,0.01,3,BLE Temperature 2,,,0,ble_temperature_2,0:00:00,23:59:59,0,0,0,0
359632101788088,27,0.01,3,BLE Temperature 3,,,0,ble_temperature_3,0:00:00,23:59:59,0,0,0,0
359632101788088,28,0.01,3,BLE Temperature 4,,,0,ble_temperature_4,0:00:00,23:59:59,0,0,0,0
359632101788088,253,1,2,Harsh,Acceleration,1,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,253,1,2,Harsh,Braking,2,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,253,1,2,Harsh,Cornering,3,1,status,0:00:00,23:59:59,0,0,0,0
359632101788088,254,0.01,3,Green Driving Value,,,0,green_driving_value,0:00:00,23:59:59,0,0,0,0
354018113247716,1,1,2,Ignition,Off,0,1,status,3:00:00,6:00:00,1,0,1,0
354018113247716,1,1,2,Ignition,On,1,1,status,3:00:00,6:00:00,1,0,1,0
354018113247716,2,1,2,Passenger Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,2,1,2,Passenger Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,3,1,2,Panic,Off,0,1,status,0:00:00,23:59:59,1,0,1,0
354018113247716,3,1,2,Panic,On,1,1,status,0:00:00,23:59:59,1,0,1,0
354018113247716,4,1,2,Driver Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
354018113247716,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
354018113247716,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
354018113247716,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
354018113247716,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
354018113247716,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
354018113247716,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
354018113247716,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
354018113247716,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
354018113247716,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
354018113247716,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
354018113247716,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
354018113247716,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
354018113247716,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
354018113247716,155,1,2,GeoFence1,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
354018113247716,156,1,2,GeoFence2,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
354018113247716,156,1,2,GeoFence2,Enter,1,1,status,0:00:00,23:59:59,1,1,1,1
354018113247716,248,1,2,Immobilizer,OFF,0,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,248,1,2,Immobilizer,ON,1,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,25,0.01,3,BLE Temperature 1,,,0,ble_temperature_1,0:00:00,23:59:59,0,0,0,0
354018113247716,26,0.01,3,BLE Temperature 2,,,0,ble_temperature_2,0:00:00,23:59:59,0,0,0,0
354018113247716,27,0.01,3,BLE Temperature 3,,,0,ble_temperature_3,0:00:00,23:59:59,0,0,0,0
354018113247716,28,0.01,3,BLE Temperature 4,,,0,ble_temperature_4,0:00:00,23:59:59,0,0,0,0
354018113247716,253,1,2,Harsh,Acceleration,1,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,253,1,2,Harsh,Braking,2,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,253,1,2,Harsh,Cornering,3,1,status,0:00:00,23:59:59,0,0,0,0
354018113247716,254,0.01,3,Green Driving Value,,,0,green_driving_value,0:00:00,23:59:59,0,0,0,0
352848027112941,1,1,2,Ignition,Off,0,1,status,3:00:00,6:00:00,1,0,1,0
352848027112941,1,1,2,Ignition,On,1,1,status,3:00:00,6:00:00,1,0,1,0
352848027112941,2,1,2,Passenger Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
352848027112941,2,1,2,Passenger Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
352848027112941,3,1,2,Panic,Off,0,1,status,0:00:00,23:59:59,1,0,1,0
352848027112941,3,1,2,Panic,On,1,1,status,0:00:00,23:59:59,1,0,1,0
352848027112941,4,1,2,Driver Seatbelt,Open,0,1,status,0:00:00,23:59:59,0,0,0,0
352848027112941,4,1,2,Driver Seatbelt,Close,1,1,status,0:00:00,23:59:59,0,0,0,0
352848027112941,9,0.001,3,Passenger Seat,,,0,passenger_seat,0:00:00,23:59:59,0,0,0,0
352848027112941,10,0.001,3,Ain 2,,,3,ain2,0:00:00,23:59:59,0,0,0,0
352848027112941,11,0.001,3,Ain 3,,,3,ain3,0:00:00,23:59:59,0,0,0,0
352848027112941,19,0.001,3,Ain 4,,,3,ain4,0:00:00,23:59:59,0,0,0,0
352848027112941,66,0.001,2,Main Battery,,,2,status|main_battery,0:00:00,23:59:59,1,1,1,1
352848027112941,72,0.1,3,Dallas Temperature 1,,,0,dallas_temperature_1,0:00:00,23:59:59,0,0,0,0
352848027112941,73,0.1,3,Dallas Temperature 2,,,0,dallas_temperature_2,0:00:00,23:59:59,0,0,0,0
352848027112941,74,0.1,3,Dallas Temperature 3,,,0,dallas_temperature_3,0:00:00,23:59:59,0,0,0,0
352848027112941,75,0.1,3,Dallas Temperature 4,,,0,dallas_temperature_4,0:00:00,23:59:59,0,0,0,0
352848027112941,86,0.1,3,BLE Humidity 1,,,0,ble_humidity_1,0:00:00,23:59:59,0,0,0,0
352848027112941,104,0.1,3,BLE Humidity 2,,,0,ble_humidity_2,0:00:00,23:59:59,0,0,0,0
352848027112941,106,0.1,3,BLE Humidity 3,,,0,ble_humidity_3,0:00:00,23:59:59,0,0,0,0
352848027112941,108,0.1,3,BLE Humidity 4,,,0,ble_humidity_4,0:00:00,23:59:59,0,0,0,0
352848027112941,155,1,2,GeoFence1,Exit,0,1,status,0:00:00,23:59:59,1,1,1,1
